step_id,token_id,token_text
0,33413,Okay
1,11,","
2,779, so
3,358, I
4,617, have
5,420, this
6,3575, problem
7,1618, here
8,1405, where
9,358, I
10,1205, need
11,311, to
12,1505, find
13,279, the
14,12474, greatest
15,3116, four
16,49442,-digit
17,1396, number
18,452, N
19,449, with
20,264, a
21,3230, specific
22,3424, property
23,13,.
24,578, The
25,3424, property
26,374, is
27,430, that
28,422, if
29,358, I
30,2349, change
31,904, any
32,832, one
33,315, of
34,1202, its
35,19016, digits
36,311, to
37,220, 
38,16,1
39,11,","
40,279, the
41,13239, resulting
42,1396, number
43,1288, should
44,387, be
45,76016, divisible
46,555, by
47,220, 
48,22,7
49,13,.
50,5112, Then
51,11,","
52,3131, once
53,358, I
54,1505, find
55,452, N
56,11,","
57,358, I
58,1205, need
59,311, to
60,12849, compute
61,1229, Q
62,489, +
63,432, R
64,1405, where
65,1229, Q
66,374, is
67,279, the
68,75862, quotient
69,323, and
70,432, R
71,374, is
72,279, the
73,27410, remainder
74,994, when
75,452, N
76,374, is
77,18255, divided
78,555, by
79,220, 
80,1041,100
81,15,0
82,382,".

"
83,72586,Alright
84,11,","
85,1095, let
86,757, me
87,1464, break
88,420, this
89,1523, down
90,13,.
91,5629, First
92,11,","
93,452, N
94,374, is
95,264, a
96,3116, four
97,49442,-digit
98,1396, number
99,11,","
100,779, so
101,433, it
102,21986, ranges
103,505, from
104,220, 
105,1041,100
106,15,0
107,311, to
108,220, 
109,5500,999
110,24,9
111,13,.
112,1102, It
113,596,'s
114,279, the
115,12474, greatest
116,1778, such
117,1396, number
118,11,","
119,779, so
120,358, I
121,1288, should
122,4762, probably
123,1212, start
124,13598, checking
125,505, from
126,220, 
127,5500,999
128,24,9
129,92370, downwards
130,3156, until
131,358, I
132,1505, find
133,832, one
134,430, that
135,69001, satisfies
136,279, the
137,3044, condition
138,382,".

"
139,791,The
140,3044, condition
141,374, is
142,430, that
143,10223, changing
144,904, any
145,3254, single
146,16099, digit
147,311, to
148,220, 
149,16,1
150,1288, should
151,1121, result
152,304, in
153,264, a
154,1396, number
155,76016, divisible
156,555, by
157,220, 
158,22,7
159,13,.
160,2100, So
161,11,","
162,369, for
163,1855, each
164,16099, digit
165,304, in
166,452, N
167,11,","
168,422, if
169,358, I
170,8454, replace
171,433, it
172,449, with
173,220, 
174,16,1
175,11,","
176,279, the
177,502, new
178,1396, number
179,1288, should
180,387, be
181,76016, divisible
182,555, by
183,220, 
184,22,7
185,13,.
186,3011, That
187,3445, means
188,369, for
189,1855, each
190,16099, digit
191,2361, position
192,320, (
193,339,th
194,40137,ousands
195,11,","
196,11758, hundreds
197,11,","
198,22781, tens
199,11,","
200,8316, units
201,705,"),"
202,25935, replacing
203,430, that
204,16099, digit
205,449, with
206,220, 
207,16,1
208,1288, should
209,3041, give
210,264, a
211,5361, multiple
212,315, of
213,220, 
214,22,7
215,382,".

"
216,10267,Let
217,757, me
218,79164, denote
219,452, N
220,439, as
221,264, a
222,3116, four
223,49442,-digit
224,1396, number
225,25,:
226,452, N
227,284, =
228,19921, ABC
229,35,D
230,11,","
231,1405, where
232,362, A
233,11,","
234,426, B
235,11,","
236,356, C
237,11,","
238,423, D
239,527, are
240,1202, its
241,19016, digits
242,13,.
243,2100, So
244,11,","
245,362, A
246,374, is
247,279, the
248,9214, thousands
249,16099, digit
250,11,","
251,426, B
252,374, is
253,279, the
254,11758, hundreds
255,11,","
256,356, C
257,374, is
258,279, the
259,22781, tens
260,11,","
261,323, and
262,423, D
263,374, is
264,279, the
265,8316, units
266,16099, digit
267,382,".

"
268,7184,Now
269,11,","
270,10223, changing
271,1855, each
272,16099, digit
273,311, to
274,220, 
275,16,1
276,1473,":

"
277,16,1
278,13,.
279,51269, Changing
280,362, A
281,311, to
282,220, 
283,16,1
284,25,:
285,220, 
286,16,1
287,5002,BC
288,35,D
289,198,"
"
290,17,2
291,13,.
292,51269, Changing
293,426, B
294,311, to
295,220, 
296,16,1
297,25,:
298,362, A
299,16,1
