step_id,token_id,token_text
0,33413,Okay
1,11,","
2,779, so
3,358, I
4,617, have
5,420, this
6,3575, problem
7,1405, where
8,358, I
9,1205, need
10,311, to
11,1505, find
12,279, the
13,1396, number
14,315, of
15,65357, intersections
16,1990, between
17,1403, two
18,40099, graphs
19,25,:
20,832, one
21,374, is
22,18240, \(
23,379, y
24,284, =
25,220, 
26,19,4
27,342, g
28,968,(f
29,11781,(\
30,16319,sin
31,7,(
32,17,2
33,59,\
34,2554,pi
35,865, x
36,7861,)))
37,1144, \
38,8,)
39,323, and
40,279, the
41,1023, other
42,374, is
43,18240, \(
44,865, x
45,284, =
46,220, 
47,19,4
48,342, g
49,968,(f
50,11781,(\
51,9594,cos
52,7,(
53,18,3
54,59,\
55,2554,pi
56,379, y
57,7861,)))
58,1144, \
59,570,).
60,578, The
61,5865, functions
62,18240, \(
63,282, f
64,1144, \
65,8,)
66,323, and
67,18240, \(
68,342, g
69,1144, \
70,8,)
71,527, are
72,4613, defined
73,439, as
74,18240, \(
75,282, f
76,2120,(x
77,8,)
78,284, =
79,1393, ||
80,87,x
81,91,|
82,482, -
83,1144, \
84,38118,frac
85,90,{
86,16,1
87,15523,}{
88,17,2
89,53498,}|
90,1144, \
91,8,)
92,323, and
93,18240, \(
94,342, g
95,2120,(x
96,8,)
97,284, =
98,1393, ||
99,87,x
100,91,|
101,482, -
102,1144, \
103,38118,frac
104,90,{
105,16,1
106,15523,}{
107,19,4
108,53498,}|
109,1144, \
110,570,).
111,89290, Hmm
112,11,","
113,430, that
114,5992, looks
115,264, a
116,2766, bit
117,17395, complicated
118,11,","
119,719, but
120,1095, let
121,757, me
122,1456, try
123,311, to
124,1464, break
125,433, it
126,1523, down
127,3094, step
128,555, by
129,3094, step
130,382,".

"
131,5451,First
132,11,","
133,358, I
134,1288, should
135,4762, probably
136,3619, understand
137,1148, what
138,279, the
139,5865, functions
140,18240, \(
141,282, f
142,1144, \
143,8,)
144,323, and
145,18240, \(
146,342, g
147,1144, \
148,8,)
149,1427, look
150,1093, like
151,13,.
152,11995, Both
153,527, are
154,10973, absolute
155,907, value
156,5865, functions
157,449, with
158,1063, some
159,54070, transformations
160,13,.
161,6914, Let
162,757, me
163,1212, start
164,449, with
165,18240, \(
166,282, f
167,2120,(x
168,8,)
169,1144, \
170,570,).
171,1102, It
172,596,'s
173,4613, defined
174,439, as
175,18240, \(
176,1393, ||
177,87,x
178,91,|
179,482, -
180,1144, \
181,38118,frac
182,90,{
183,16,1
184,15523,}{
185,17,2
186,53498,}|
187,1144, \
188,570,).
189,2100, So
190,11,","
191,1095, let
192,596,'s
193,2980, consider
194,279, the
195,9358, inner
196,734, function
197,1176, first
198,25,:
199,18240, \(
200,765, |
201,87,x
202,91,|
203,1144, \
204,570,).
205,3011, That
206,596,'s
207,264, a
208,650, V
209,35831,-shaped
210,4876, graph
211,449, with
212,1202, its
213,12202, vertex
214,520, at
215,279, the
216,6371, origin
217,11,","
218,8736, opening
219,45054, upwards
220,13,.
221,5112, Then
222,11,","
223,33356, subtract
224,287,ing
225,18240, \(
226,1144, \
227,38118,frac
228,90,{
229,16,1
230,15523,}{
231,17,2
232,92,}
233,1144, \
234,8,)
235,505, from
236,430, that
237,1053, would
238,6541, shift
239,279, the
240,4876, graph
241,1523, down
242,555, by
243,18240, \(
244,1144, \
245,38118,frac
246,90,{
247,16,1
248,15523,}{
249,17,2
250,92,}
251,1144, \
252,570,).
253,2030, But
254,2533, since
255,433, it
256,596,'s
257,4871, inside
258,2500, another
259,10973, absolute
260,907, value
261,11,","
262,18240, \(
263,1393, ||
264,87,x
265,91,|
266,482, -
267,1144, \
268,38118,frac
269,90,{
270,16,1
271,15523,}{
272,17,2
273,53498,}|
274,1144, \
275,705,"),"
276,430, that
277,3445, means
278,904, any
279,8389, negative
280,5596, parts
281,690, will
282,387, be
283,47180, flipped
284,3485, above
285,279, the
286,865, x
287,36421,-axis
288,13,.
289,2100, So
290,11,","
291,16168, essentially
292,11,","
