step_id,token_id,token_text
0,33413,Okay
1,11,","
2,779, so
3,358, I
4,617, have
5,420, this
6,3575, problem
7,922, about
8,11062, residents
9,304, in
10,362, A
11,547,ime
12,8078,ville
13,323, and
14,1148, what
15,814, they
16,1866, own
17,13,.
18,6914, Let
19,757, me
20,1456, try
21,311, to
22,4820, parse
23,433, it
24,3094, step
25,555, by
26,3094, step
27,382,".

"
28,5451,First
29,11,","
30,279, the
31,2860, total
32,1396, number
33,315, of
34,11062, residents
35,374, is
36,220, 
37,7467,900
38,13,.
39,9062, Each
40,315, of
41,1124, them
42,25241, owns
43,264, a
44,9145, bag
45,315, of
46,32656, candy
47,23492, hearts
48,13,.
49,2100, So
50,11,","
51,430, that
52,596,'s
53,264, a
54,2728, given
55,13,.
56,5112, Then
57,11,","
58,1070, there
59,527, are
60,2380, three
61,1023, other
62,2574, things
63,25,:
64,22996, diamond
65,25562, rings
66,11,","
67,7437, sets
68,315, of
69,19665, golf
70,19424, clubs
71,11,","
72,323, and
73,13863, garden
74,993, sp
75,3536,ades
76,13,.
77,578, The
78,5219, numbers
79,527, are
80,1473,":

"
81,12,-
82,220, 
83,6280,195
84,1866, own
85,264, a
86,22996, diamond
87,10264, ring
88,627,".
"
89,12,-
90,220, 
91,18775,367
92,1866, own
93,264, a
94,743, set
95,315, of
96,19665, golf
97,19424, clubs
98,627,".
"
99,12,-
100,220, 
101,19242,562
102,1866, own
103,264, a
104,13863, garden
105,993, sp
106,1037,ade
107,382,".

"
108,4516,So
109,11,","
110,430, that
111,596,'s
112,220, 
113,6280,195
114,489, +
115,220, 
116,18775,367
117,489, +
118,220, 
119,19242,562
120,13,.
121,6914, Let
122,757, me
123,923, add
124,1884, those
125,709, up
126,25,:
127,220, 
128,6280,195
129,489, +
130,220, 
131,18775,367
132,374, is
133,220, 
134,19242,562
135,11,","
136,323, and
137,220, 
138,19242,562
139,489, +
140,220, 
141,19242,562
142,374, is
143,220, 
144,7261,112
145,19,4
146,13,.
147,14144, Wait
148,11,","
149,430, that
150,596,'s
151,810, more
152,1109, than
153,220, 
154,7467,900
155,13,.
156,89290, Hmm
157,11,","
158,719, but
159,430, that
160,596,'s
161,1120, just
162,279, the
163,2860, total
164,1396, number
165,315, of
166,15637, ownership
167,82,s
168,11,","
169,539, not
170,279, the
171,1396, number
172,315, of
173,11062, residents
174,13,.
175,2100, So
176,11,","
177,1855, each
178,19504, resident
179,649, can
180,1866, own
181,5361, multiple
182,2574, things
183,11,","
184,779, so
185,279, the
186,2860, total
187,15637, ownership
188,82,s
189,527, are
190,220, 
191,7261,112
192,19,4
193,11,","
194,719, but
195,584, we
196,617, have
197,220, 
198,7467,900
199,11062, residents
200,11,","
201,1855, each
202,41377, owning
203,520, at
204,3325, least
205,832, one
206,32656, candy
207,4851, heart
208,382,".

"
209,12487,Then
210,11,","
211,279, the
212,3575, problem
213,2795, says
214,430, that
215,220, 
216,18318,437
217,11062, residents
218,1866, own
219,7041, exactly
220,1403, two
221,315, of
222,1521, these
223,2574, things
224,11,","
225,323, and
226,220, 
227,11727,234
228,11062, residents
229,1866, own
230,7041, exactly
231,2380, three
232,315, of
233,1521, these
234,2574, things
235,13,.
236,2100, So
237,11,","
238,220, 
239,18318,437
240,489, +
241,220, 
242,11727,234
243,374, is
244,220, 
245,23403,671
246,11062, residents
247,889, who
248,1866, own
249,1403, two
250,477, or
251,2380, three
252,2574, things
253,13,.
254,8876, Since
255,1855, each
256,315, of
257,1521, these
258,220, 
259,23403,671
260,11062, residents
261,25241, owns
262,3060, either
263,1403, two
264,477, or
265,2380, three
266,3673, items
267,11,","
268,323, and
269,279, the
270,2800, rest
271,315, of
272,279, the
273,11062, residents
274,320, (
275,7467,900
276,482, -
277,220, 
278,23403,671
279,284, =
280,220, 
281,14378,229
282,8,)
283,1866, own
284,7041, exactly
285,832, one
286,3245, thing
287,11,","
288,902, which
289,374, is
290,279, the
291,32656, candy
292,23492, hearts
293,382,".

"
294,14524,Wait
295,11,","
