step_id,token_id,token_text
0,33413,Okay
1,11,","
2,779, so
3,358, I
4,617, have
5,420, this
6,3575, problem
7,1405, where
8,1070, there
9,596,'s
10,264, a
11,17508, hyper
12,65,b
13,8083,ola
14,2728, given
15,555, by
16,279, the
17,24524, equation
18,1144, \
19,11781,(\
20,38118,frac
21,46440,{x
22,61,^
23,17,2
24,15523,}{
25,508,20
26,92,}
27,482, -
28,1144, \
29,38118,frac
30,90,{
31,88,y
32,61,^
33,17,2
34,15523,}{
35,1187,24
36,92,}
37,284, =
38,220, 
39,16,1
40,59,\
41,570,).
42,21387, Points
43,18240, \(
44,32,A
45,59,\
46,705,"),"
47,18240, \(
48,33,B
49,59,\
50,705,"),"
51,18240, \(
52,34,C
53,59,\
54,705,"),"
55,323, and
56,18240, \(
57,35,D
58,58858,\)
59,10457, lie
60,389, on
61,420, this
62,17508, hyper
63,65,b
64,8083,ola
65,11,","
66,323, and
67,814, they
68,1376, form
69,264, a
70,22408, rh
71,2925,omb
72,355,us
73,18240, \(
74,1905,AB
75,6620,CD
76,58858,\)
77,6832, whose
78,85118, diagon
79,1147,als
80,32896, intersect
81,520, at
82,279, the
83,6371, origin
84,13,.
85,358, I
86,1205, need
87,311, to
88,1505, find
89,279, the
90,12474, greatest
91,1972, real
92,1396, number
93,430, that
94,374, is
95,2753, less
96,1109, than
97,18240, \(
98,9740,BD
99,61,^
100,17,2
101,58858,\)
102,369, for
103,682, all
104,1778, such
105,22408, rh
106,2925,omb
107,72,i
108,13,.
109,89290, Hmm
110,11,","
111,17339, okay
112,11,","
113,1095, let
114,757, me
115,1456, try
116,311, to
117,1464, break
118,420, this
119,1523, down
120,3094, step
121,555, by
122,3094, step
123,382,".

"
124,5451,First
125,11,","
126,1095, let
127,757, me
128,19635, recall
129,1063, some
130,6012, properties
131,315, of
132,17508, hyper
133,65,b
134,19736,olas
135,323, and
136,22408, rh
137,2925,omb
138,4881,uses
139,13,.
140,362, A
141,17508, hyper
142,65,b
143,8083,ola
144,374, is
145,264, a
146,955, type
147,315, of
148,390, con
149,292,ic
150,3857, section
151,11,","
152,323, and
153,304, in
154,420, this
155,1162, case
156,11,","
157,433, it
158,596,'s
159,31288, centered
160,520, at
161,279, the
162,6371, origin
163,1606, because
164,279, the
165,24524, equation
166,374, is
167,304, in
168,279, the
169,1376, form
170,1144, \
171,11781,(\
172,38118,frac
173,46440,{x
174,61,^
175,17,2
176,15523,}{
177,64,a
178,61,^
179,17,2
180,92,}
181,482, -
182,1144, \
183,38118,frac
184,90,{
185,88,y
186,61,^
187,17,2
188,15523,}{
189,65,b
190,61,^
191,17,2
192,92,}
193,284, =
194,220, 
195,16,1
196,59,\
197,570,).
198,2100, So
199,11,","
200,18240, \(
201,64,a
202,61,^
203,17,2
204,284, =
205,220, 
206,508,20
207,58858,\)
208,323, and
209,18240, \(
210,65,b
211,61,^
212,17,2
213,284, =
214,220, 
215,1187,24
216,59,\
217,705,"),"
218,902, which
219,3445, means
220,18240, \(
221,64,a
222,284, =
223,1144, \
224,27986,sqrt
225,90,{
226,508,20
227,11281,}\
228,8,)
229,323, and
230,18240, \(
231,65,b
232,284, =
233,1144, \
234,27986,sqrt
235,90,{
236,1187,24
237,11281,}\
238,570,).
239,578, The
240,17508, hyper
241,65,b
242,8083,ola
243,16264, opens
244,2163, left
245,323, and
246,1314, right
247,3235, along
248,279, the
249,865, x
250,36421,-axis
251,382,".

"
252,32,A
253,22408, rh
254,2925,omb
255,355,us
256,374, is
257,264, a
258,30236, quadr
259,44039,ilateral
260,449, with
261,682, all
262,11314, sides
263,6273, equal
264,304, in
265,3160, length
266,11,","
267,323, and
268,1202, its
269,85118, diagon
270,1147,als
271,15184, bis
272,440,ect
273,1855, each
274,1023, other
275,520, at
276,1314, right
277,27030, angles
278,13,.
279,14144, Wait
280,11,","
281,912, no
282,11,","
283,3604, actually
284,11,","
285,304, in
286,264, a
287,22408, rh
288,2925,omb
289,355,us
290,11,","
291,279, the
292,85118, diagon
