step_id,token_id,token_text
0,33413,Okay
1,11,","
2,779, so
3,358, I
4,617, have
5,420, this
6,3575, problem
7,1405, where
8,358, I
9,1205, need
10,311, to
11,1505, find
12,279, the
13,1396, number
14,315, of
15,89661, triples
16,315, of
17,2536, non
18,43324,negative
19,26864, integers
20,320, (
21,64,a
22,11,","
23,293, b
24,11,","
25,272, c
26,8,)
27,430, that
28,27651, satisfy
29,1403, two
30,4787, conditions
31,25,:
32,1176, first
33,11,","
34,430, that
35,264, a
36,489, +
37,293, b
38,489, +
39,272, c
40,284, =
41,220, 
42,3101,300
43,11,","
44,323, and
45,2132, second
46,11,","
47,430, that
48,264, a
49,30556,²
50,65,b
51,489, +
52,264, a
53,30556,²
54,66,c
55,489, +
56,293, b
57,30556,²
58,64,a
59,489, +
60,293, b
61,30556,²
62,66,c
63,489, +
64,272, c
65,30556,²
66,64,a
67,489, +
68,272, c
69,30556,²
70,65,b
71,284, =
72,220, 
73,21,6
74,11,","
75,931,000
76,11,","
77,931,000
78,13,.
79,89290, Hmm
80,11,","
81,430, that
82,5084, seems
83,264, a
84,2766, bit
85,17395, complicated
86,11,","
87,719, but
88,1095, let
89,757, me
90,1456, try
91,311, to
92,1464, break
93,433, it
94,1523, down
95,3094, step
96,555, by
97,3094, step
98,382,".

"
99,5451,First
100,11,","
101,1095, let
102,596,'s
103,3619, understand
104,279, the
105,3575, problem
106,13,.
107,1226, We
108,617, have
109,2380, three
110,2536, non
111,43324,negative
112,26864, integers
113,264, a
114,11,","
115,293, b
116,11,","
117,272, c
118,13,.
119,11205, Their
120,2694, sum
121,374, is
122,220, 
123,3101,300
124,11,","
125,902, which
126,374, is
127,264, a
128,13790, linear
129,24524, equation
130,11,","
131,323, and
132,1243, then
133,1070, there
134,596,'s
135,420, this
136,1023, other
137,24524, equation
138,16239, involving
139,872, their
140,32440, squares
141,323, and
142,3956, products
143,13,.
144,578, The
145,2132, second
146,24524, equation
147,374, is
148,264, a
149,2766, bit
150,810, more
151,6485, complex
152,11,","
153,779, so
154,7344, maybe
155,358, I
156,649, can
157,1505, find
158,264, a
159,1648, way
160,311, to
161,29243, relate
162,433, it
163,311, to
164,279, the
165,1176, first
166,24524, equation
167,382,".

"
168,40,I
169,5406, notice
170,430, that
171,279, the
172,2132, second
173,24524, equation
174,374, is
175,55443, symmetric
176,304, in
177,264, a
178,11,","
179,293, b
180,11,","
181,272, c
182,13,.
183,3011, That
184,374, is
185,11,","
186,422, if
187,584, we
188,14626, swap
189,904, any
190,1403, two
191,7482, variables
192,11,","
193,279, the
194,24524, equation
195,8625, remains
196,279, the
197,1890, same
198,13,.
199,2100, So
200,11,","
201,7344, maybe
202,358, I
203,649, can
204,1005, use
205,1063, some
206,55443, symmetric
207,6012, properties
208,477, or
209,8530, perhaps
210,8331, factor
211,433, it
212,17354, somehow
213,382,".

"
214,23274,Looking
215,520, at
216,279, the
217,2132, second
218,24524, equation
219,25,:
220,264, a
221,30556,²
222,65,b
223,489, +
224,264, a
225,30556,²
226,66,c
227,489, +
228,293, b
229,30556,²
230,64,a
231,489, +
232,293, b
233,30556,²
234,66,c
235,489, +
236,272, c
237,30556,²
238,64,a
239,489, +
240,272, c
241,30556,²
242,65,b
243,13,.
244,89290, Hmm
245,11,","
246,430, that
247,5992, looks
248,1093, like
249,433, it
250,649, can
251,387, be
252,2144, fact
253,3093,ored
254,13,.
255,6914, Let
256,757, me
257,1518, see
258,1473,":

"
259,64,a
260,30556,²
261,65,b
262,489, +
263,264, a
264,30556,²
265,66,c
266,489, +
267,293, b
268,30556,²
269,64,a
270,489, +
271,293, b
272,30556,²
273,66,c
274,489, +
275,272, c
276,30556,²
277,64,a
278,489, +
279,272, c
280,30556,²
281,65,b
282,284, =
283,671, ab
284,2948,(a
285,489, +
286,293, b
287,8,)
288,489, +
289,18399, bc
290,1921,(b
291,489, +
292,272, c
293,8,)
294,489, +
295,2211, ca
296,1361,(c
297,489, +
298,264, a
299,696,")

"
300,14524,Wait
